Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Valor_Lut;Calidad;Valor_Cal;Bloqueado;Valor_Blo;Hora;TpMt;Categoria;Marca;Grupo;Sector;TextAlm;TextCent
50001110;FRIENDS PD MANZANILLA (12X40);1001;3000;PAK;217,00;68656,22;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001111;FRIENDS TS NOCTURNA SIN ALAS (12X10);1001;3000;PAK;354,00;105278,83;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001117;ACTIVA ROPA INTERIOR DESECH S/M (4X10);1001;3000;PAK;1291,00;271868,13;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Activa;PH-Pañal Pull Up;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001118;ACTIVA ROPA INTERIOR DESECH L/XL (4X10);1001;3000;PAK;1532,00;346302,54;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Activa;PH-Pañal Pull Up;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001046;CHICCO ACEITE CREMOSO 100ML;1001;3000;CS;264,00;193619,46;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Aceite;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001049;SECUREZZA COMFORT M LLEVA 20/16 (4x20);1001;3000;PAK;6,00;7646,67;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001050;SECUREZZA COMFORT L LLEVA 20/16 (4x20);1001;3000;PAK;3,00;3092,30;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;INCONTINENCIA;Securezza;PH-Protector Incont.;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001051;CHICCO PROMO COTONCITO 300P PAGA 200P;1001;3000;CS;253,00;160860,82;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ALGODONES PT;Chicco;PH-Hisopos;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001052;CHICCO PROMO COTONCITO 180P PAGA 120P;1001;3000;CS;433,00;204954,13;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ALGODONES PT;Chicco;PH-Hisopos;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001054;CHICCO PROMO MOTAS ALGODON 100P PAGA 80P;1000;3000;CS;0,00;0,00;0,000;0,00;0,750;408,39;27.02.2026 - 12:09:54;ZTEC;ALGODONES PT;Chicco;PH-Motas De Algodón;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001054;CHICCO PROMO MOTAS ALGODON 100P PAGA 80P;1001;3000;CS;205,00;78019,90;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ALGODONES PT;Chicco;PH-Motas De Algodón;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001056;LADY FACE TH PREVENIR ACNE 24P;1001;3000;CS;379,00;222151,27;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Lady Face;PH-TH Travel Pack;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001057;FRIENDS TH INTIMA 24P;1001;3000;CS;505,00;168753,76;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Friends;PH-TH Travel Pack;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001066;FRIENDS TS ULTRADELGA (36X10);1001;3000;CS;1669,00;900163,90;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001067;FRIENDS TS NOCTURNA CON ALAS (36X10);1001;3000;CS;1771,00;2541185,06;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001068;FRIENDS TS NOCTUR/ULTRA PROMOPACK(24X10);1001;3000;CS;784,00;952520,07;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001069;SECUREZZA BC CREMA DERMO PROTECTORA 130G;1001;3000;CS;19,00;12747,75;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Securezza;PH-Crema Protectoras;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001072;AMY SEC TH 48P 99% AGUA (20);1000;3000;CS;680,00;370945,17;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001072;AMY SEC TH 48P 99% AGUA (20);1001;3000;CS;568,00;294484,39;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001073;CHICCO KIT CHAMP MANZ COLON ACEI CR 200;1001;3000;CS;324,00;459132,61;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH- Kit Cosmética;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001123;FRIENDS JABON INTIMO 240ML;1001;3000;CS;393,00;262132,83;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Friends;PH-Jabón Líquido;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001124;CHICCO JABON LIQUIDO 400ML;1001;3000;CS;62,00;52293,44;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000912;CHICCO VASELINA 80G;1001;3000;CS;2,00;1556,36;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Vaselina;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000860;PHARSANA MASCARILLA DESCAR. (8x50);1001;3000;CS;1201,00;669425,86;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;DESCARTABLES;Pharsana;PH-Mascarillas;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000877;PHARSANA GEL ANTIBACTERIAL 2,8 L;1000;3000;CS;0,00;0,00;0,000;0,00;1,250;1485,46;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Pharsana;PH-Gel Antibacterial;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50000877;PHARSANA GEL ANTIBACTERIAL 2,8 L;1001;3000;CS;493,00;511993,83;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Pharsana;PH-Gel Antibacterial;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000880;CHICCO COLONIA PARA NIÑOS 110CC;1001;3000;CS;9,00;6192,70;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Colonia;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000884;ACTIVA PD PERD. OCASIONALES (12X40);1001;3000;PAK;519,00;221827,29;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Activa;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50000893;CHICCO ACEITE PARA NIÑOS 110CC;1001;3000;CS;531,00;476599,88;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Aceite;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000899;AMY ACEITE 220CC OVAL;1000;3000;CS;294,00;197595,87;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Amy;PH-Aceite;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50000899;AMY ACEITE 220CC OVAL;1001;3000;CS;407,00;220136,39;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Amy;PH-Aceite;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000902;AMY COLONIA 220CC OVAL;1000;3000;CS;481,00;274587,20;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Amy;PH-Colonia;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50000902;AMY COLONIA 220CC OVAL;1001;3000;CS;851,00;539203,17;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Amy;PH-Colonia;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000905;AMY SEC TH MANZANILLA 72P (16);1000;3000;CS;0,00;0,00;0,000;0,00;12,875;3835,29;27.02.2026 - 12:09:54;ZTEC;TOALLAS HUMEDAS;Amy;PH-TH Flow Pack;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50000918;PHARSANA JABON ANTIBACTERIAL 20 LT;1001;3000;CS;1,00;1472,09;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Pharsana;PH-Jabón Líquido;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50000920;PHARSANA JABON ANTIBACTERIAL 60 LT;1001;3000;ST;1,00;4298,07;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Pharsana;PH-Jabón Líquido;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001041;FRIENDS PD REGULAR S/P PROMOPACK (4X120);1001;3000;PAK;468,00;97597,65;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
