Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123566,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO ACEITE CREMOSO 100CC,"0,25",CS,6,ST,"38,4","9,6","1,54","11,14",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606637,1351010669,Chicco,100,Original,G,573,,"0,573",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,"38,4","9,6","1,54","11,14",COBECA,50000063,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO ACEITE 220 ML,"0,6",CS,6,ST,48,"28,8","4,61","33,41",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Chicco,220,Original,KG,"1,092",,"1,092",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,"28,8","4,61","33,41",COBECA,50000971,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO COLONIA 220 ML,"1,3",CS,13,ST,"40,7","52,91","8,47","61,38",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Chicco,220,Original,KG,"2,574",,"2,574",Drogueria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","52,91","8,47","61,38",COBECA,50000970,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA POST PARTO PREMIUM (12X10),"3,583",PAK,43,PAQ,"22,56","80,84","12,93","93,77",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Securezza,10,Anatómica,KG,7525,,7525,Drogueria,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"22,56","80,84","12,93","93,77",COBECA,50000632,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SIEMPRE SECO BASICO G (6X6),"9,5",PAK,57,PAQ,"27,96","265,62","42,5","308,12",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Siempre Seco,6,Basico,KG,35568,,35568,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"27,96","265,62","42,5","308,12",COBECA,50000640,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,ACTIVA PD PERD. OCASIONALES (12X40),"0,5",PAK,6,PAQ,"28,68","14,34","2,29","16,63",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Activa,40,Perdida Ocasional,KG,600,,600,Drogueria,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"28,68","14,34","2,29","16,63",COBECA,50000884,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,AMY ACEITE 220CC OVAL,"0,6",CS,6,ST,"38,6","23,16","3,71","26,87",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Amy,220,Original,G,996,,"0,996",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,"38,6","23,16","3,71","26,87",COBECA,50000899,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA COMFORT L REG (6x6),"2,333",PAK,14,PAQ,"40,63","94,78","15,16","109,94",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Securezza,6,Classic,KG,8736,,8736,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"40,63","94,78","15,16","109,94",COBECA,50000922,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),"1,167",PAK,7,PAQ,"37,25","43,47","6,96","50,43",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Securezza,10,Protector de Cama,KG,4760,,4760,Drogueria,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,25","43,47","6,96","50,43",COBECA,50000957,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123567,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO TALCO 200 G,"0,083",CS,2,ST,"106,99","8,88","1,42","10,3",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606638,1351010669,Chicco,200,Original,G,400,,"0,4",Drogueria,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,99","8,88","1,42","10,3",COBECA,50000969,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO COLONIA 100ML,"0,643",CS,18,ST,"62,43","40,14","6,42","46,56",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,100,Original,G,1584,,"1,584",Drogueria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"62,43","40,14","6,42","46,56",COBECA,50001011,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO ACEITE PARA NIÑOS 100ML,"0,107",CS,3,ST,"77,94","8,34","1,33","9,67",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,100,Original,KG,"0,297",,"0,297",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,"77,94","8,34","1,33","9,67",COBECA,50001012,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO CHAMPU ORIGINAL 100ML,"0,214",CS,6,ST,"53,27","11,4","1,82","13,22",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,100,Original,KG,"0,612",,"0,612",Drogueria,PH-Champú,HIGIENE PERSONAL,0,5,2025,"53,27","11,4","1,82","13,22",COBECA,50001016,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA POST PARTO  (12X15),"3,167",PAK,38,PAQ,"27,24","86,26","13,82","100,08",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Securezza,15,Anatómica,KG,6650,,6650,Drogueria,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"27,24","86,26","13,82","100,08",COBECA,50001021,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO COTONCITO 100 PZA,"0,656",CS,21,PAQ,"35,85","23,52","3,76","27,28",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,100,Original,KG,"0,546",,"0,546",Drogueria,PH-Hisopos,ALGODONES PT,0,5,2025,"35,85","23,52","3,76","27,28",COBECA,50001023,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO ACEITE CREMOSO 200 ML,1,CS,10,ST,"30,2","30,2","4,83","35,03",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,200,Original,G,"1,96",,"0,002",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,"30,2","30,2","4,83","35,03",COBECA,50001006,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SIEMPRE SECO PROTECTOR DE CAMA HB (4X20),"1,5",PAK,6,PAQ,"35,16","52,74","8,44","61,18",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Siempre Seco,20,Protector de Cama,KG,4080,,4080,Drogueria,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"35,16","52,74","8,44","61,18",COBECA,50000981,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO COTONCITO 60 PZA,"0,396",CS,19,PAQ,"47,5","18,81","3,01","21,82",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Chicco,60,Original,KG,"0,247",,"0,247",Drogueria,PH-Hisopos,ALGODONES PT,0,5,2025,"47,5","18,81","3,01","21,82",COBECA,50001024,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123568,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,FRIENDS PD REGULAR S/P (12X60),"0,167",PAK,2,PAQ,"32,34","5,4","0,86","6,26",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606639,1351010669,Friends,60,Regular,KG,300,,300,Drogueria,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"32,34","5,4","0,86","6,26",COBECA,50001027,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),"0,056",CS,2,PAQ,"71,07","3,98","0,64","4,62",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Friends,14,Ultra Delgada,KG,"0,232",,"0,232",Drogueria,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,07","3,98","0,64","4,62",COBECA,50001067,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO PROMO MOTAS ALGODON 100P PAGA 80P,"0,333",CS,4,PAQ,"32,91","10,96","1,75","12,71",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Chicco,100,Original,G,"350,4",,"0,35",Drogueria,PH-Motas De Algodón,ALGODONES PT,0,5,2025,"32,91","10,96","1,75","12,71",COBECA,50001054,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA COMFORT L LLEVA 20/16 (4x20),"1,75",PAK,7,PAQ,"72,24","126,42","20,23","146,65",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Securezza,20,Classic,KG,4368,,4368,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"72,24","126,42","20,23","146,65",COBECA,50001050,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA COMFORT M LLEVA 20/16 (4x20),"2,75",PAK,11,PAQ,"61,28","168,52","26,96","195,48",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Securezza,20,Classic,KG,5544,,5544,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"61,28","168,52","26,96","195,48",COBECA,50001049,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA CLASSIC L LLEVA 20/16 (4x20),"3,75",PAK,15,PAQ,67,"251,25","40,2","291,45",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Securezza,20,Classic,KG,9360,,9360,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,67,"251,25","40,2","291,45",COBECA,50001048,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,SECUREZZA CLASSIC M LLEVA 20/16 (4x20),"4,5",PAK,18,PAQ,"56,76","255,42","40,86","296,28",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Securezza,20,Classic,KG,9072,,9072,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"56,76","255,42","40,86","296,28",COBECA,50001047,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,CHICCO TALCO 100G,"0,167",CS,4,ST,"60,12","10,04","1,61","11,65",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Chicco,100,Original,G,"405,6",,"0,406",Drogueria,PH-Talco,HIGIENE PERSONAL,0,5,2025,"60,12","10,04","1,61","11,65",COBECA,50001045,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,FRIENDS PD REGULAR S/P (12X40),"0,417",PAK,5,PAQ,"25,06","10,45","1,67","12,12",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Friends,40,Regular,KG,500,,500,Drogueria,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,06","10,45","1,67","12,12",COBECA,50001106,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123569,Absorbentes,Venta Directa,20250514,Zona Oriente,3000,ACTIVA SEC PERD ABUND PROMOCION (6X20),"0,667",PAK,4,PAQ,"18,35","12,24","1,96","14,2",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606640,1351010669,Activa,20,Pérdida Abundante,KG,640,,640,Drogueria,PH-Toalla Incontinen,INCONTINENCIA,0,5,2025,"18,35","12,24","1,96","14,2",COBECA,50001113,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123570,Cuidado Personal,Venta Directa,20250514,Zona Oriente,3000,LADY FACE DISCOS DE ALGODON 80P,"0,042",CS,1,PAQ,"54,76","2,3","0,37","2,67",Factura,Crédito 30 Días,20250613,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0606641,1351010669,Lady Face,80,Original,KG,"51,76",,"51,76",Drogueria,PH-Cotton Round,ALGODONES PT,0,5,2025,"54,76","2,3","0,37","2,67",COBECA,50001137,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Absorbentes,Venta Directa,20250520,Zona Oriente,3000,SIEMPRE SECO BASICO G (6X6),"10,833",PAK,65,PAQ,"27,96","302,9","48,46","351,36",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Siempre Seco,6,Basico,KG,40560,,40560,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"27,96","302,9","48,46","351,36",COBECA,50000640,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Absorbentes,Venta Directa,20250520,Zona Oriente,3000,SECUREZZA POST PARTO PREMIUM (12X10),"2,167",PAK,26,PAQ,"22,56","48,88","7,82","56,7",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Securezza,10,Anatómica,KG,4550,,4550,Drogueria,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"22,56","48,88","7,82","56,7",COBECA,50000632,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Absorbentes,Venta Directa,20250520,Zona Oriente,3000,SECUREZZA CLASSIC L REG (6x6),"1,667",PAK,10,PAQ,"37,67","62,8","10,05","72,85",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Securezza,6,Classic,KG,6240,,6240,Drogueria,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"37,67","62,8","10,05","72,85",COBECA,50000627,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,AMY LOCION OVAL 200 CC,"0,6",CS,6,ST,"24,7","14,82","2,37","17,19",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Amy,200,Original,G,1302,,"1,302",Drogueria,PH-Loción,HIGIENE PERSONAL,0,5,2025,"24,7","14,82","2,37","17,19",COBECA,50000495,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,AMY HISOPOS 60 P,"0,271",CS,13,PAQ,"43,17","11,7","1,87","13,57",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Amy,60,Original,G,"175,5",,"0,176",Drogueria,PH-Hisopos,ALGODONES PT,0,5,2025,"43,17","11,7","1,87","13,57",COBECA,50000443,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Absorbentes,Venta Directa,20250520,Zona Oriente,3000,FRIENDS PD REGULAR S/P (12X40),"0,083",CS,1,PAQ,"25,18","2,09","0,33","2,42",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Friends,40,Regular,KG,100,,100,Drogueria,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,18","2,09","0,33","2,42",COBECA,50000373,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,CHICCO GEL ANTIBACTERIAL 100CC,"0,75",CS,18,ST,"40,56","30,42","4,87","35,29",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Chicco,100,Gel,KG,"1,62",,"1,62",Drogueria,PH-Gel Antibacterial,HIGIENE PERSONAL,0,5,2025,"40,56","30,42","4,87","35,29",COBECA,50000252,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,CHICCO CHAMPU MANZANILLA 100CC,"0,083",CS,2,ST,"45,78","3,8","0,61","4,41",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Chicco,100,Manzanilla,G,204,,"0,204",Drogueria,PH-Champú,HIGIENE PERSONAL,0,5,2025,"45,78","3,8","0,61","4,41",COBECA,50000067,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123995,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,CHICCO LOCION 100CC,"0,167",CS,4,ST,"44,79","7,48","1,2","8,68",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607140,1351010677,Chicco,100,Original,G,"397,5",,"0,398",Drogueria,PH-Loción,HIGIENE PERSONAL,0,5,2025,"44,79","7,48","1,2","8,68",COBECA,50000064,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123996,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,AMY ACEITE 220CC OVAL,"7,9",CS,79,ST,"38,6","304,94","48,79","353,73",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607141,1351010677,Amy,220,Original,G,13114,,"13,114",Drogueria,PH-Aceite,HIGIENE PERSONAL,0,5,2025,"38,6","304,94","48,79","353,73",COBECA,50000899,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123996,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,AMY COLONIA 220CC OVAL,"3,6",CS,36,ST,"32,1","115,56","18,49","134,05",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607141,1351010677,Amy,220,Original,KG,"7,2",,"7,2",Drogueria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"32,1","115,56","18,49","134,05",COBECA,50000902,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123996,Absorbentes,Venta Directa,20250520,Zona Oriente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),"2,5",PAK,15,PAQ,"37,26","93,15","14,9","108,05",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607141,1351010677,Securezza,10,Protector de Cama,KG,10200,,10200,Drogueria,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,26","93,15","14,9","108,05",COBECA,50000957,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123996,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,CHICCO TALCO 200 G,"0,083",CS,2,ST,"106,99","8,88","1,42","10,3",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607141,1351010677,Chicco,200,Original,G,400,,"0,4",Drogueria,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,99","8,88","1,42","10,3",COBECA,50000969,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
DROGUERIA COBECA ORIENTE C A,Distribuidores,Fact. Nac. Consig PH,6000123996,Cuidado Personal,Venta Directa,20250520,Zona Oriente,3000,CHICCO COLONIA 220 ML,"0,9",CS,9,ST,"40,7","36,63","5,86","42,49",Factura,Crédito 30 Días,20250619,USD,NA,,GV Ger. Reg. CClave,SAMANTHA G. GARCIA,00-0607141,1351010677,Chicco,220,Original,KG,"1,782",,"1,782",Drogueria,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","36,63","5,86","42,49",COBECA,50000970,Cadenas,,10000146,10,1,X,02.07.2025 - 08:40:06,,,100017
