Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123176,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,CHICCO PAÑAL DE NIÑO G REG (8X20),5,PAK,40,PAQ,"1987,6",9938,"1590,08","11528,08",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606132,1005001670,Chicco,20,Pañal Desechable,KG,12840,,12840,Intercompañia,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"91,2113",5,2025,"21,79","108,96","17,43","126,39",INTERCOMPA,50000992,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,FRIENDS PD REGULAR S/P (12X60),"5,417",PAK,65,PAQ,"778,75","4218,5","674,96","4893,46",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Friends,60,Regular,KG,9750,,9750,Intercompañia,PH-Protector Diario,ABSORBENTES FEMENINA,"91,2113",5,2025,"8,54","46,25","7,4","53,65",INTERCOMPA,50001027,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,FRIENDS PD REGULAR S/P PROMOCION (12X60),"1,25",PAK,15,PAQ,"788,88","986,1","157,78","1143,88",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Friends,60,Regular,KG,2250,,2250,Intercompañia,PH-Protector Diario,ABSORBENTES FEMENINA,"91,2113",5,2025,"8,65","10,81","1,73","12,54",INTERCOMPA,50001028,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,CHICCO PAÑAL DE NIÑO M REG (8X20),10,PAK,80,PAQ,"1882,32","18823,2","3011,7","21834,9",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Chicco,20,Pañal Desechable,KG,24720,,24720,Intercompañia,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"91,2113",5,2025,"20,64","206,37","33,02","239,39",INTERCOMPA,50000990,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO CHAMPU MANZANILLA 200 ML,8,CS,80,ST,"1428,7","11429,6","1828,74","13258,34",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Chicco,200,Claro,KG,"16,24",,"16,24",Intercompañia,PH-Champú,HIGIENE PERSONAL,"91,2113",5,2025,"15,66","125,31","20,05","145,36",INTERCOMPA,50000964,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO ACEITE CREMOSO 200 ML,8,CS,80,ST,"1468,1","11744,8","1879,17","13623,97",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Chicco,200,Original,G,"15,68",,"0,016",Intercompañia,PH-Aceite,HIGIENE PERSONAL,"91,2113",5,2025,"16,1","128,76","20,6","149,37",INTERCOMPA,50001006,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,PHARSANA TALCO CORPORAL ANTIB. 150G,8,CS,80,ST,"1552,8","12422,4","1987,58","14409,98",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Pharsana,,Antibacterial,G,12000,,12,Intercompañia,PH-Talco,HIGIENE PERSONAL,"91,2113",5,2025,"17,02","136,19","21,79","157,98",INTERCOMPA,50000949,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,SECUREZZA BC CREMA DERMO PROTECTORA 130G,"6,667",CS,80,ST,"2819,86",18800,3008,21808,Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Securezza,130,Bodycare,G,10480,,"10,48",Intercompañia,PH-Crema Protectoras,HIGIENE PERSONAL,"91,2113",5,2025,"30,92","206,11","32,98","239,09",INTERCOMPA,50000955,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,AMY MOTAS DE ALGODON 50P,"6,667",CS,80,PAQ,"967,27","6448,8","1031,81","7480,61",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Amy,50,Original,KG,"3,2",,"3,2",Intercompañia,PH-Motas De Algodón,ALGODONES PT,"91,2113",5,2025,"10,6","70,7","11,31","82,01",INTERCOMPA,50000517,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123177,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,CHICCO PAÑAL DE NIÑO XG REG (8X20),5,PAK,40,PAQ,"2041,52","10207,6","1633,22","11840,82",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606133,1005001670,Chicco,20,Pañal Desechable,KG,12840,,12840,Intercompañia,PH-Pañal Anatóm. T3,ABSORBENTES NIÑOS,"91,2113",5,2025,"22,38","111,91","17,91","129,82",INTERCOMPA,50000993,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,AMY SEC TH MANZANILLA 72P (16),5,CS,80,PAQ,"378,4",1892,"302,72","2194,72",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Amy,72,Original,KG,"26,32",,"26,32",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"91,2113",5,2025,"4,15","20,74","3,32","24,06",INTERCOMPA,50000905,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,FRIENDS PD REGULAR S/P (12X40),3,PAK,36,PAQ,"680,64","2041,92","326,71","2368,63",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Friends,40,Regular,KG,3600,,3600,Intercompañia,PH-Protector Diario,ABSORBENTES FEMENINA,"91,2113",5,2025,"7,46","22,39","3,58","25,97",INTERCOMPA,50001106,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,SECUREZZA POST PARTO  (12X15),"6,667",PAK,80,PAQ,"974,83","6499,2","1039,87","7539,07",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Securezza,15,Anatómica,KG,14000,,14000,Intercompañia,PH-Toalla Post-Parto,INCONTINENCIA,"91,2113",5,2025,"10,69","71,25","11,4","82,65",INTERCOMPA,50001021,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO LOCION 100CC,"6,667",CS,160,ST,"1448,57","9657,6","1545,22","11202,82",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Chicco,100,Original,G,15900,,"15,9",Intercompañia,PH-Loción,HIGIENE PERSONAL,"91,2113",5,2025,"15,88","105,88","16,94","122,82",INTERCOMPA,50000064,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,AMY SEC TH MANZANILLA 72P (16),5,CS,80,PAQ,"378,4",1892,"302,72","2194,72",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Amy,72,Original,KG,"26,32",,"26,32",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"91,2113",5,2025,"4,15","20,74","3,32","24,06",INTERCOMPA,50000905,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Absorbentes,Autoconsumo,20250507,Zona Centro,3002,ACTIVA PD PERD. OCASIONALES (12X40),"3,667",PAK,44,PAQ,"1105,34","4053,28","648,52","4701,8",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Activa,40,Perdida Ocasional,KG,4400,,4400,Intercompañia,PH-Protector Diario,ABSORBENTES FEMENINA,"91,2113",5,2025,"12,12","44,44","7,11","51,55",INTERCOMPA,50000884,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO CHAMPU MANZANILLA 100CC,"6,667",CS,160,ST,"1771,83","11812,8","1890,05","13702,85",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Chicco,100,Claro,G,16320,,"16,32",Intercompañia,PH-Champú,HIGIENE PERSONAL,"91,2113",5,2025,"19,43","129,51","20,72","150,23",INTERCOMPA,50000067,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123178,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO TH ORIGINAL 24P (40),2,CS,80,PAQ,396,792,"126,72","918,72",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606134,1005001670,Chicco,24,Original,KG,"12,32",,"12,32",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"91,2113",5,2025,"4,34","8,68","1,39","10,07",INTERCOMPA,50000915,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123179,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO CHAMPU MANZANILLA 200 ML,"1,2",CS,12,ST,"1428,7","1714,44","274,31","1988,75",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606135,1005001671,Chicco,200,Claro,KG,"2,436",,"2,436",Intercompañia,PH-Champú,HIGIENE PERSONAL,"91,2113",5,2025,"15,66","18,8","3,01","21,8",INTERCOMPA,50000964,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123179,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO TALCO 200 G,"0,5",CS,12,ST,"2994,96","1497,48","239,6","1737,08",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606135,1005001671,Chicco,200,Original,G,2400,,"2,4",Intercompañia,PH-Talco,HIGIENE PERSONAL,"91,2113",5,2025,"32,84","16,42","2,63","19,04",INTERCOMPA,50000969,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123179,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO COLONIA 220 ML,"1,2",CS,12,ST,"1409,6","1691,52","270,64","1962,16",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606135,1005001671,Chicco,200,Original,KG,"2,376",,"2,376",Intercompañia,PH-Colonia,HIGIENE PERSONAL,"91,2113",5,2025,"15,45","18,55","2,97","21,51",INTERCOMPA,50000970,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123179,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO TH ORIGINAL 72P,"0,5",CS,12,PAQ,"2037,36","1018,68","162,99","1181,67",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606135,1005001671,Chicco,72,Original,KG,"4,776",,"4,776",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"91,2113",5,2025,"22,34","11,17","1,79","12,96",INTERCOMPA,50000974,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123180,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,"PHARSANA GEL ANTIBACTERIAL 2,8 L",20,CS,80,ST,"2155,52","43110,4","6897,66","50008,06",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606136,1005001670,Pharsana,2.8,Antibacterial,KG,1,,1,Intercompañia,PH-Gel Antibacterial,HIGIENE PERSONAL,"91,2113",5,2025,"23,63","472,64","75,62","548,27",INTERCOMPA,50000877,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123180,Cuidado Personal,Autoconsumo,20250507,Zona Centro,3002,CHICCO TH ORIGINAL 24P (40),2,CS,80,PAQ,396,792,"126,72","918,72",Factura,Crédito 07 Días,20250514,VED,NA,,Clientes De Oficina,,00-0606136,1005001670,Chicco,24,Original,KG,"12,32",,"12,32",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"91,2113",5,2025,"4,34","8,68","1,39","10,07",INTERCOMPA,50000915,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123510,Cuidado Personal,Autoconsumo,20250513,Zona Centro,3002,CHICCO VASELINA 80G,"0,313",CS,5,ST,"2362,3","739,4","118,3","857,7",Factura,Crédito 07 Días,20250520,VED,NA,,Clientes De Oficina,,00-0606574,1005001672,Chicco,100,Original,KG,"0,4",,"0,4",Intercompañia,PH-Vaselina,HIGIENE PERSONAL,"93,0623",5,2025,"25,38","7,95","1,27","9,22",INTERCOMPA,50000912,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123510,Cuidado Personal,Autoconsumo,20250513,Zona Centro,3002,CHICCO COTONCITO 100P,"0,156",CS,5,PAQ,"398,08","62,1","9,94","72,04",Factura,Crédito 07 Días,20250520,VED,NA,,Clientes De Oficina,,00-0606574,1005001672,Chicco,100,Original,KG,"0,13",,"0,13",Intercompañia,PH-Hisopos,ALGODONES PT,"93,0623",5,2025,"4,28","0,67","0,11","0,77",INTERCOMPA,50000026,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123510,Cuidado Personal,Autoconsumo,20250513,Zona Centro,3002,CHICCO LOCION 200CC,"0,5",CS,5,ST,"386,9","193,45","30,95","224,4",Factura,Crédito 07 Días,20250520,VED,NA,,Clientes De Oficina,,00-0606574,1005001672,Chicco,200,Original,KG,"0,98",,"0,98",Intercompañia,PH-Loción,HIGIENE PERSONAL,"93,0623",5,2025,"4,16","2,08","0,33","2,41",INTERCOMPA,50000044,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123510,Cuidado Personal,Autoconsumo,20250513,Zona Centro,3002,CHICCO TH ORIGINAL 72P,"0,208",CS,5,PAQ,"2040,63","424,45","67,91","492,36",Factura,Crédito 07 Días,20250520,VED,NA,,Clientes De Oficina,,00-0606574,1005001672,Chicco,72,Original,KG,"1,99",,"1,99",Intercompañia,PH-TH Flow Pack,TOALLAS HUMEDAS,"93,0623",5,2025,"21,93","4,56","0,73","5,29",INTERCOMPA,50000974,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123510,Cuidado Personal,Autoconsumo,20250513,Zona Centro,3002,CHICCO COLONIA 220 ML,"0,5",CS,5,ST,"1409,6","704,8","112,77","817,57",Factura,Crédito 07 Días,20250520,VED,NA,,Clientes De Oficina,,00-0606574,1005001672,Chicco,200,Original,KG,"0,99",,"0,99",Intercompañia,PH-Colonia,HIGIENE PERSONAL,"93,0623",5,2025,"15,15","7,57","1,21","8,79",INTERCOMPA,50000970,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO COLONIA 220 ML,"1,4",CS,14,ST,"1409,6","1973,44","315,75","2289,19",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Chicco,200,Original,KG,"2,772",,"2,772",Intercompañia,PH-Colonia,HIGIENE PERSONAL,"94,1557",5,2025,"14,97","20,96","3,35","24,31",INTERCOMPA,50000970,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO COTONCITO 60 PZA,"0,042",CS,2,PAQ,"1659,52","69,7","11,15","80,85",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Chicco,60,Original,KG,"0,026",,"0,026",Intercompañia,PH-Hisopos,ALGODONES PT,"94,1557",5,2025,"17,63","0,74","0,12","0,86",INTERCOMPA,50001024,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO CHAMPU ORIGINAL 100ML,"0,071",CS,2,ST,"1930,14","137,04","21,93","158,97",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Chicco,100,Original,KG,"0,204",,"0,204",Intercompañia,PH-Champú,HIGIENE PERSONAL,"94,1557",5,2025,"20,5","1,46","0,23","1,69",INTERCOMPA,50001016,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO ACEITE CREMOSO 200 ML,"0,2",CS,2,ST,"1468,1","293,62","46,98","340,6",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Chicco,200,Original,G,"0,392",,0,Intercompañia,PH-Aceite,HIGIENE PERSONAL,"94,1557",5,2025,"15,59","3,12","0,5","3,62",INTERCOMPA,50001006,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO TALCO 200 G,"0,083",CS,2,ST,"3006,99","249,58","39,93","289,51",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Chicco,200,Original,G,400,,"0,4",Intercompañia,PH-Talco,HIGIENE PERSONAL,"94,1557",5,2025,"31,94","2,65","0,42","3,07",INTERCOMPA,50000969,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,PHARSANA TALCO CORPORAL ANTIB. 150G,"1,4",CS,14,ST,"1552,8","2173,92","347,83","2521,75",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Pharsana,,Antibacterial,G,2100,,"2,1",Intercompañia,PH-Talco,HIGIENE PERSONAL,"94,1557",5,2025,"16,49","23,09","3,69","26,78",INTERCOMPA,50000949,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Absorbentes,Autoconsumo,20250515,Zona Centro,3002,FRIENDS PD REGULAR S/P (12X60),"1,167",PAK,14,PAQ,"786,5","917,84","146,85","1064,69",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Friends,60,Regular,KG,2100,,2100,Intercompañia,PH-Protector Diario,ABSORBENTES FEMENINA,"94,1557",5,2025,"8,35","9,75","1,56","11,31",INTERCOMPA,50001107,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Absorbentes,Autoconsumo,20250515,Zona Centro,3002,FRIENDS TS NOCTURNA SIN ALAS (12X10),"1,167",PAK,14,PAQ,"861,83","1005,76","160,92","1166,68",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Friends,10,Nocturna,KG,2450,,2450,Intercompañia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,1557",5,2025,"9,15","10,68","1,71","12,39",INTERCOMPA,50001111,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123700,Absorbentes,Autoconsumo,20250515,Zona Centro,3002,FRIENDS TS TELA REGULAR (12x14),"1,167",PAK,14,PAQ,"829,56","968,1","154,9",1123,Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606773,1005001673,Friends,10,Nocturna,KG,1260,,1260,Intercompañia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,1557",5,2025,"8,81","10,28","1,65","11,93",INTERCOMPA,50001109,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123701,Absorbentes,Autoconsumo,20250515,Zona Centro,3002,FRIENDS TS XTREME SEC REGULAR (12x14),"0,167",PAK,2,PAQ,"908,86","151,78","24,28","176,06",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606774,1005001673,Friends,10,Nocturna,KG,180,,180,Intercompañia,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,1557",5,2025,"9,65","1,61","0,26","1,87",INTERCOMPA,50001108,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123701,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,FRIENDS JABON INTIMO 240ML,"1,167",CS,14,ST,"2012,78","2348,92","375,83","2724,75",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606774,1005001673,Friends,,Original,KG,"3,374",,"3,374",Intercompañia,PH-Jabón Líquido,HIGIENE PERSONAL,"94,1557",5,2025,"21,38","24,95","3,99","28,94",INTERCOMPA,50001123,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123701,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,AMY LOCION OVAL 200 CC,"1,4",CS,14,ST,"1304,7","1826,58","292,25","2118,83",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606774,1005001673,Amy,200,Original,G,3038,,"3,038",Intercompañia,PH-Loción,HIGIENE PERSONAL,"94,1557",5,2025,"13,86","19,4","3,1","22,5",INTERCOMPA,50000495,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123701,Cuidado Personal,Autoconsumo,20250515,Zona Centro,3002,CHICCO LOCION 200 ML,"1,4",CS,14,ST,"1375,1","1925,14","308,02","2233,16",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606774,1005001673,Chicco,200,Original,KG,"2,744",,"2,744",Intercompañia,PH-Loción,HIGIENE PERSONAL,"94,1557",5,2025,"14,6","20,45","3,27","23,72",INTERCOMPA,50000965,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
"PHARSANA DE VENEZUELA, C. A.",Intercompañias,Fact. Aut. Pharsana,6000123701,Absorbentes,Autoconsumo,20250515,Zona Centro,3002,SECUREZZA POST PARTO PREMIUM (12X10),"1,167",PAK,14,PAQ,"871,55","1017,1","162,74","1179,84",Factura,Crédito 07 Días,20250522,VED,NA,,Clientes De Oficina,,00-0606774,1005001673,Securezza,10,Anatómica,KG,2450,,2450,Intercompañia,PH-Toalla Post-Parto,INCONTINENCIA,"94,1557",5,2025,"9,26","10,8","1,73","12,53",INTERCOMPA,50000632,Intercompañías,,41000000,14,1,X,02.07.2025 - 08:40:06,,,0
